,aut_group_size,aut_group_size_exp,density,m,modularity,n,name,num_generators,num_orbits
0,1.0,0,0.010127756812,14626,0.76816241236,1700,utm1700b.mtx,0,1700
1,1.25984475379,181254,6.83891738162e-06,1594493,0.45896471731,682862,ASIC_680k.mtx,403326,278692
2,1.0,0,0.00377896421415,2810,0.899729613353,1220,fpga_dcop_50.mtx,0,1220
3,1.0,0,0.0011198622847,15004,0.889596511933,5177,rail_5177.mtx,0,5177
4,1.03451298951,472,0.0117348273728,39557,0.754175485002,2597,cavity10.mtx,1418,613
5,1.0,0,0.00101197492999,28458,0.489223594083,7500,fd12.mtx,0,7500
6,2.83520749994,39,0.00406551568581,34129,0.787713948869,4098,sts4098.mtx,97,3983
7,2.27533313286,1274,0.00135863497751,24248,0.313569561047,5975,c-32.mtx,1444,39
8,4.8,1,0.000753209465735,158956,0.710392017396,20545,bayer04.mtx,3,20540
9,1.00663296,8,0.0115037920709,3777076,0.454712967796,25626,TSOPF_RS_b2052_c1.mtx,26,25600
10,1.82372540549,79,0.000599148841521,515681,0.894723847673,41490,g7jac140sc.mtx,257,41233
11,8.09264762484,182,0.00485130681017,4576,0.770708913028,1374,nnc1374.mtx,568,405
12,1.6,1,0.000836040151835,65792,0.869442164375,12546,stokes64.mtx,3,1089
13,1.0,0,0.00377896421415,2810,0.89971156647,1220,fpga_dcop_48.mtx,0,1220
14,4.29291663276,5725,0.00538794839769,302952,0.870587133448,10605,ted_A.mtx,8703,1898
15,1.03451298951,472,0.0117348273728,39557,0.755084979054,2597,cavity11.mtx,1418,613
16,4.0,4,0.000599607192144,749494,0.577678779237,50000,sparsine.mtx,5,30
17,2.0,0,0.000511916697827,26952,0.83437046964,10262,sit100.mtx,1,5131
18,1.03451298951,472,0.0117348273728,39557,0.751547857215,2597,cavity13.mtx,1418,613
19,2.72749005046,2555,0.00914969350309,137811,0.786002523121,5489,s1rmq4m1.mtx,4529,496
20,1.66849801043,2642,0.000341231577672,85612,0.82691791747,22401,c-50.mtx,4855,6966
21,1.327104,6,0.000832242080372,230968,0.870855502352,23560,af23560.mtx,13,1482
22,1.30090204876,7147,0.00266274189132,677576,0.879090541924,22560,rim.mtx,15360,3627
23,2.12172018377,2727,0.000135247821824,156231,0.875528190303,48066,c-65.mtx,7289,17982
24,1.96209078294,9356,0.00324873561098,2154174,0.852398418312,36417,pdb1HYS.mtx,24068,12349
25,6.85330371116,3916,0.000222997849286,68806,0.954643955048,24842,hvdc1.mtx,11927,11896
26,1.0,0,0.00589244622311,11779,0.379069579243,2000,G42.mtx,0,2000
27,8.83375601153,169,0.00152799156726,19349,0.763830456169,5033,c-29.mtx,526,2090
28,6.0,0,0.000469418812883,3001276,0.789595696026,113081,Ga10As10H30.mtx,2,19858
29,6.0,0,0.00496778215725,587054,0.622391841689,15374,TSOPF_RS_b162_c3.mtx,2,5374
30,1.0,0,0.00377896421415,2810,0.897020301161,1220,fpga_dcop_18.mtx,0,1220
31,5.05780901103,48,0.00224393679685,38390,0.861206034759,5850,g7jac020sc.mtx,151,1674
32,2.45869031672,84,0.00125726293968,82336,0.871850283104,11445,t2dah_e.mtx,278,2860
33,6.04462909807,23,0.0007362517743,69028,0.786543375918,13694,jan99jac040.mtx,79,13270
34,3.06992148072,5405,8.82302160305e-05,311747,0.84365050356,84064,c-72.mtx,14970,32125
35,8.30767497366,34,0.0249973706927,4368562,0.539923258159,18696,TSOPF_RS_b678_c1.mtx,116,18580
36,2.0,0,6.87956749998e-05,462590,0.948617855113,115967,torso2.mtx,1,58113
37,6.04462909807,23,0.0007362517743,69028,0.789285133784,13694,jan99jac040sc.mtx,79,13270
38,1.0,0,0.00377896421415,2810,0.897894973468,1220,fpga_dcop_16.mtx,0,1220
39,8.0,0,7.06716422208e-05,230692,0.90448417081,80800,apache1.mtx,3,10200
40,8.0,3,0.00200100050025,4000,0.822227,2000,G34.mtx,4,1
41,1.05969973616,557,0.0366758586782,27451,0.71857158563,1224,bcsstk27.mtx,1002,114
42,5.49755813888,11,0.00138874412814,31858,0.765157347994,6774,jan99jac020sc.mtx,39,6570
43,2.74242487329,40037,0.000216370688256,2630217,0.864822788064,155924,para-6.mtx,102904,53020
44,3.2733906079,150,0.00639155557558,288753,0.917306888342,9506,nemeth16.mtx,500,9006
45,3.30589848635,63,0.0845944974644,4237,0.556916855005,317,cavity03.mtx,178,78
46,4.70599159625,1258,0.000334281716961,89927,0.770868241634,23196,c-51.mtx,3594,9487
47,4.42284070463,227,0.00122969166021,12996,0.827812380133,4598,c-28.mtx,649,1999
48,1.24256549482,312,0.00483062588918,16624,0.388979626873,2624,circuit_1.mtx,1033,764
49,1.6,1,0.00015226880037,3722469,0.733946743665,221119,CO.mtx,3,15069
50,1.0,0,0.00192177440434,8095,0.759380099124,2903,wang1.mtx,0,2903
51,8.589934592,9,0.0137458646635,1452518,0.576949557756,14538,TSOPF_RS_b300_c1.mtx,33,14505
52,8.0,0,0.000803999591878,38612,0.885802151958,9801,fv2.mtx,2,1276
53,8.5664649701,824,0.00678291378951,70567,0.791798443684,4562,cavity19.mtx,2488,1068
54,1.0,0,0.00588594297149,11766,0.383042032681,2000,G40.mtx,0,2000
55,2.0,0,0.000799919983997,9997,0.964564431848,5000,olm5000.mtx,1,2500
56,1.13982837843,78,0.00144462668474,100396,0.888738997193,11790,g7jac040sc.mtx,253,9912
57,1.04748499453,152,0.00427206029404,193000,0.929584533128,9506,nemeth09.mtx,505,9001
